倉橋	67566	000	50
呉市蒲刈	67576	000	50
鹿島	68091	000	51
斐川	68121	000	51
松江	68132	000	51
出雲	68156	000	51
大東	68166	000	51
伯太	68181	000	51
佐田	68206	000	51
大田	68246	000	51
掛合	68261	000	51
横田	68276	000	51
福光	68286	000	51
赤名	68306	000	51
桜江	68346	000	51
川本	68351	000	51
浜田	68376	000	51
瑞穂	68401	000	51
三隅	68421	000	51
弥栄	68431	000	51
波佐	68436	000	51
高津	68456	000	51
益田	68462	000	51
匹見	68501	000	51
津和野	68516	000	51
吉賀	68541	000	51
西郷	68022	000	51
西郷岬	68046	000	51
海士	68056	000	51
境	69006	000	52
塩津	69021	000	52
青谷	69041	000	52
湖山	69052	000	52
岩井	69061	000	52
米子	69076	000	52
倉吉	69101	000	52
鹿野	69111	000	52
鳥取	69122	000	52
大山	69152	000	52
関金	69161	000	52
佐治	69181	000	52
若桜	69196	000	52
江尾	69222	000	52
智頭	69246	000	52
茶屋	69271	000	52
池田	71066	000	53
穴吹	71087	000	53
徳島	71106	000	53
半田	71136	000	53
京上	71191	000	53
福原旭	71211	000	53
蒲生田	71231	000	53
木頭	71251	000	53
日和佐	71266	000	53
海陽	71291	000	53
竜王山	72176	000	53
内海	72061	000	54
高松	72086	000	54
多度津	72111	000	54
滝宮	72121	000	54
香南	72126	000	54
引田	72146	000	54
財田	72161	000	54
竜王山	72176	000	54
大三島	73001	000	55
玉川	73071	000	55
今治	73076	000	55
西条	73126	000	55
新居浜	73136	000	55
四国中央	73151	000	55
富郷	73152	000	55
松山	73166	000	55
松山南吉田	73168	000	55
上林	73231	000	55
成就社	73247	000	55
長浜	73256	000	55
中山	73271	000	55
久万	73276	000	55
大洲	73306	000	55
獅子越峠	73321	000	55
瀬戸	73341	000	55
八幡浜	73351	000	55
宇和	73406	000	55
宇和島	73442	000	55
近永	73446	000	55
御荘	73516	000	55
本川	74056	000	56
本山	74071	000	56
池川	74101	000	56
繁藤	74126	000	56
大栃	74136	000	56
魚梁瀬	74151	000	56
佐川	74166	000	56
高知	74181	000	56
後免	74187	000	56
南国日章	74188	000	56
船戸	74237	000	56
鳥形山	74238	000	56
安芸	74271	000	56
田野	74276	000	56
梼原	74296	000	56
須崎	74311	000	56
佐喜浜	74336	000	56
窪川	74361	000	56
室戸岬	74372	000	56
江川崎	74381	000	56
大正	74391	000	56
佐賀	74436	000	56
宿毛	74447	000	56
中村	74456	000	56
三崎	74506	000	56
清水	74516	000	56
須佐	81011	000	57
萩	81071	000	57
油谷	81116	000	57
篠生	81141	000	57
徳佐	81151	000	57
羅漢山	81167	000	57
秋吉台	81196	000	57
鹿野	81228	000	57
広瀬	81231	000	57
豊田	81266	000	57
東厚保	81271	000	57
山口	81286	000	57
和田	81301	000	57
岩国	81321	000	57
防府	81371	000	57
下松	81386	000	57
玖珂	81397	000	57
下関	81428	000	57
宇部	81436	000	57
柳井	81481	000	57
安下庄	81486	000	57
小呂島	82036	000	58
宗像	82046	000	58
八幡	82056	000	58
空港北町	82068	000	58
東谷	82097	000	58
行橋	82101	000	58
飯塚	82136	000	58
前原	82171	000	58
福岡	82182	000	58
博多	82186	000	58
太宰府	82191	000	58
添田	82206	000	58
早良脇山	82241	000	58
朝倉	82261	000	58
英彦山	82272	000	58
久留米	82306	000	58
耳納山	82316	000	58
黒木	82317	000	58
柳川	82331	000	58
大牟田	82361	000	58
国見	83021	000	59
中津	83051	000	59
豊後高田	83061	000	59
耶馬渓	83096	000	59
院内	83106	000	59
杵築	83121	000	59
武蔵	83126	000	59
日田	83137	000	59
玖珠	83191	000	59
湯布院	83201	000	59
大分	83216	000	59
佐賀関	83226	000	59
椿ヶ鼻	83242	000	59
臼杵	83286	000	59
犬飼	83341	000	59
竹田	83371	000	59
佐伯	83401	000	59
宇目	83431	000	59
蒲江	83476	000	59
